Date,Region,Department,Treatment_Type,Number_of_Patients,Treatment_Cost,Total_Revenue,Expense,Profit,Year,Currency,Payment_Method,Month,Month_Name,Profit_Margin,Cost_Per_Patient
21-12-2024,North,General Medicine,Consultation,21,136419.63,2864812.23,2441626.77,423185.46,2024,USD,Online Payment,12,December,0.1477,116267.94
29-03-2023,East,Pediatrics,Medication,24,3132.72,75185.28,54304.75,20880.53,2023,INR,Insurance,3,March,0.2777,2262.7
04-08-2024,East,Orthopedics,Surgery,23,965.32,22202.36,14717.29,7485.07,2024,INR,Online Payment,8,August,0.3371,639.88
22-09-2023,South,Orthopedics,Medication,23,445381.2,10243767.6,6704135.1,3539632.5,2023,EUR,Insurance,9,September,0.3455,291484.13
06-12-2024,South,Cardiology,Surgery,13,132905.41,1727770.33,1126663.58,601106.75,2024,USD,Insurance,12,December,0.3479,86666.43
15-01-2023,North,Cardiology,Medication,13,1896,24648,16214.56,8433.44,2023,INR,Insurance,1,January,0.3422,1247.27
22-02-2023,South,Orthopedics,Therapy,25,44198.1,1104952.5,779042.7,325909.8,2023,EUR,Insurance,2,February,0.295,31161.71
31-12-2023,North,Emergency,Surgery,25,150893.1,3772327.5,2828772,943555.5,2023,EUR,Online Payment,12,December,0.2501,113150.88
26-08-2024,North,Cardiology,Consultation,12,194135.4,2329624.8,1535837.4,793787.4,2024,EUR,Cash,8,August,0.3407,127986.45
12-12-2023,South,Oncology,Consultation,41,288949.5,11846929.5,9343595.7,2503333.8,2023,EUR,Cash,12,December,0.2113,227892.58
24-02-2023,North,General Medicine,Consultation,29,359541.9,10426715.1,8689234.5,1737480.6,2023,EUR,Insurance,2,February,0.1666,299628.78
27-08-2023,East,General Medicine,Consultation,41,3512.82,144025.62,74784.61,69241.01,2023,INR,Cash,8,August,0.4808,1824.01
28-07-2024,West,General Medicine,Medication,35,102040.2,3571407,2292807.77,1278599.23,2024,USD,Cash,7,July,0.358,65508.79
31-12-2023,North,Orthopedics,Diagnostics,44,319572.41,14061186.04,7865416.15,6195769.89,2023,USD,Online Payment,12,December,0.4406,178759.46
02-01-2023,West,Cardiology,Therapy,2,4257.7,8515.4,5059.85,3455.55,2023,INR,Insurance,1,January,0.4058,2529.93
26-11-2023,South,Pediatrics,Therapy,4,152122.5,608490,466805.7,141684.3,2023,EUR,Cash,11,November,0.2328,116701.42
22-04-2023,East,Pediatrics,Surgery,35,123572.89,4325051.15,3248327.84,1076723.31,2023,USD,Online Payment,4,April,0.249,92809.37
07-06-2023,North,Pediatrics,Medication,9,166220.1,1495980.9,754379.1,741601.8,2023,EUR,Online Payment,6,June,0.4957,83819.9
13-04-2023,South,General Medicine,Therapy,44,10845,477180,247452.3,229727.7,2023,EUR,Cash,4,April,0.4814,5623.92
25-11-2024,South,Pediatrics,Diagnostics,17,342871.34,5828812.78,4128031.56,1700781.22,2024,USD,Insurance,11,November,0.2918,242825.39
08-12-2023,North,Oncology,Surgery,13,1286.15,16719.95,13901.7,2818.25,2023,INR,Insurance,12,December,0.1686,1069.36
19-09-2024,South,Orthopedics,Surgery,12,2368.65,28423.8,25508.73,2915.07,2024,INR,Online Payment,9,September,0.1026,2125.73
23-04-2023,East,Pediatrics,Surgery,14,986.58,13812.12,10949.43,2862.69,2023,INR,Online Payment,4,April,0.2073,782.1
22-11-2024,South,Cardiology,Medication,45,358332.58,16124966.1,11558500.32,4566465.78,2024,USD,Online Payment,11,November,0.2832,256855.56
10-11-2024,West,Emergency,Therapy,6,440902.8,2645416.8,1889651.7,755765.1,2024,EUR,Online Payment,11,November,0.2857,314941.95
03-07-2024,West,Emergency,Medication,50,227302.2,11365110,8621884.8,2743225.2,2024,EUR,Online Payment,7,July,0.2414,172437.7
07-09-2023,East,Orthopedics,Consultation,33,2541.72,83876.76,53660.84,30215.92,2023,INR,Cash,9,September,0.3602,1626.09
09-04-2023,West,Pediatrics,Therapy,35,1057.86,37025.1,32117.87,4907.23,2023,INR,Cash,4,April,0.1325,917.65
19-09-2023,North,Cardiology,Medication,10,1314.83,13148.3,6792.75,6355.55,2023,INR,Insurance,9,September,0.4834,679.28
19-04-2023,West,Pediatrics,Medication,13,2916.36,37912.68,23364.7,14547.98,2023,INR,Online Payment,4,April,0.3837,1797.28
13-10-2023,East,Pediatrics,Consultation,6,3436.17,20617.02,10646.09,9970.93,2023,INR,Cash,10,October,0.4836,1774.35
27-09-2023,North,Orthopedics,Medication,9,324180.57,2917625.13,1590839.42,1326785.71,2023,USD,Online Payment,9,September,0.4547,176759.94
30-08-2024,West,Pediatrics,Medication,22,851.35,18729.7,9732.1,8997.6,2024,INR,Online Payment,8,August,0.4804,442.37
23-06-2023,West,Orthopedics,Medication,40,2677.86,107114.4,88321.37,18793.03,2023,INR,Online Payment,6,June,0.1754,2208.03
24-12-2024,North,Oncology,Surgery,3,3240.09,9720.27,8717.5,1002.77,2024,INR,Online Payment,12,December,0.1032,2905.83
07-11-2024,West,Emergency,Medication,40,43860.6,1754424,1071386.1,683037.9,2024,EUR,Cash,11,November,0.3893,26784.65
01-02-2024,West,Cardiology,Medication,19,388151.99,7374887.81,6012399.65,1362488.16,2024,USD,Online Payment,2,February,0.1847,316442.09
29-08-2023,West,Oncology,Surgery,36,288526.5,10386954,8194798.8,2192155.2,2023,EUR,Cash,8,August,0.211,227633.3
17-02-2024,North,Pediatrics,Surgery,41,19575.9,802611.9,704016,98595.9,2024,EUR,Cash,2,February,0.1228,17171.12
31-03-2023,East,Oncology,Surgery,36,219769.2,7911691.2,5721842.7,2189848.5,2023,EUR,Online Payment,3,March,0.2768,158940.08
11-11-2024,South,Cardiology,Therapy,3,117088.1,351264.3,281924.44,69339.86,2024,USD,Insurance,11,November,0.1974,93974.81
28-04-2023,North,Pediatrics,Consultation,6,23437.8,140626.8,80378.1,60248.7,2023,EUR,Cash,4,April,0.4284,13396.35
13-09-2024,West,Emergency,Diagnostics,33,3268.76,107869.08,95085.7,12783.38,2024,INR,Online Payment,9,September,0.1185,2881.38
25-01-2024,West,Orthopedics,Therapy,8,69111,552888,452914.2,99973.8,2024,EUR,Online Payment,1,January,0.1808,56614.28
11-03-2024,West,General Medicine,Medication,40,625.09,25003.6,13220.21,11783.39,2024,INR,Insurance,3,March,0.4713,330.51
25-08-2023,East,Oncology,Diagnostics,16,97990.63,1567850.08,1334651.62,233198.46,2023,USD,Online Payment,8,August,0.1487,83415.73
18-05-2023,North,General Medicine,Consultation,39,114113.38,4450421.82,3780874.1,669547.72,2023,USD,Cash,5,May,0.1504,96945.49
19-05-2024,North,Pediatrics,Therapy,30,1669.66,50089.8,36023.27,14066.53,2024,INR,Insurance,5,May,0.2808,1200.78
04-10-2024,East,Cardiology,Diagnostics,27,1754.45,47370.15,29322.07,18048.08,2024,INR,Online Payment,10,October,0.381,1086
04-12-2023,South,Oncology,Consultation,34,100559.48,3419022.32,1942527.85,1476494.47,2023,USD,Insurance,12,December,0.4318,57133.17
06-10-2024,West,Cardiology,Diagnostics,28,1720.39,48170.92,25237.57,22933.35,2024,INR,Cash,10,October,0.4761,901.34
12-05-2023,North,Oncology,Surgery,38,70586.52,2682287.76,1537915.3,1144372.46,2023,USD,Insurance,5,May,0.4266,40471.46
06-06-2024,West,Oncology,Medication,1,1361.7,1361.7,962.78,398.92,2024,INR,Online Payment,6,June,0.293,962.78
10-12-2023,South,Cardiology,Therapy,25,2231.66,55791.5,34316.54,21474.96,2023,INR,Online Payment,12,December,0.3849,1372.66
12-03-2024,North,General Medicine,Medication,45,131468.68,5916090.6,4557279.34,1358811.26,2024,USD,Online Payment,3,March,0.2297,101272.87
02-08-2024,South,Orthopedics,Therapy,48,401130.7,19254273.6,12810169.37,6444104.23,2024,USD,Insurance,8,August,0.3347,266878.53
31-01-2023,West,General Medicine,Surgery,41,361425.6,14818449.6,7900335,6918114.6,2023,EUR,Cash,1,January,0.4669,192691.1
24-04-2023,East,Oncology,Surgery,9,3825.83,34432.47,27539.94,6892.53,2023,INR,Online Payment,4,April,0.2002,3059.99
05-04-2023,West,General Medicine,Diagnostics,29,363468.62,10540589.98,8867717.51,1672872.47,2023,USD,Online Payment,4,April,0.1587,305783.36
13-11-2023,North,Emergency,Diagnostics,18,3090.47,55628.46,32420.67,23207.79,2023,INR,Cash,11,November,0.4172,1801.15
01-07-2024,East,Emergency,Diagnostics,4,409546.8,1638187.2,1357009.2,281178,2024,EUR,Online Payment,7,July,0.1716,339252.3
22-10-2024,South,Orthopedics,Medication,44,131306,5777464,5182502.57,594961.43,2024,USD,Online Payment,10,October,0.103,117784.15
02-12-2024,South,Orthopedics,Medication,8,393609.24,3148873.92,2372492.75,776381.17,2024,USD,Insurance,12,December,0.2466,296561.59
03-02-2023,East,Emergency,Consultation,28,3813.24,106770.72,92374.03,14396.69,2023,INR,Insurance,2,February,0.1348,3299.07
01-10-2023,South,Orthopedics,Consultation,26,3403.95,88502.7,64367.43,24135.27,2023,INR,Online Payment,10,October,0.2727,2475.67
16-06-2023,North,Oncology,Consultation,30,595.25,17857.5,10607.29,7250.21,2023,INR,Cash,6,June,0.406,353.58
12-06-2024,West,Orthopedics,Diagnostics,42,194910.3,8186232.6,6104610,2081622.6,2024,EUR,Online Payment,6,June,0.2543,145347.86
20-06-2023,East,Cardiology,Consultation,15,406488.6,6097329,5323456.8,773872.2,2023,EUR,Insurance,6,June,0.1269,354897.12
09-09-2023,East,Cardiology,Diagnostics,9,113997.18,1025974.62,637245.78,388728.84,2023,USD,Insurance,9,September,0.3789,70805.09
23-10-2024,North,Emergency,Consultation,16,247596.3,3961540.8,2695656.6,1265884.2,2024,EUR,Insurance,10,October,0.3195,168478.54
24-03-2023,West,Pediatrics,Medication,17,96866.1,1646723.7,1188352.8,458370.9,2023,EUR,Cash,3,March,0.2784,69903.11
16-06-2023,North,Pediatrics,Surgery,10,3722.4,37224,24736.7,12487.3,2023,INR,Online Payment,6,June,0.3355,2473.67
21-04-2023,East,Cardiology,Diagnostics,39,337813.32,13174719.48,8953688.08,4221031.4,2023,USD,Cash,4,April,0.3204,229581.75
09-08-2024,South,Pediatrics,Diagnostics,9,229044.31,2061398.79,1540762.2,520636.59,2024,USD,Online Payment,8,August,0.2526,171195.8
15-01-2023,West,Cardiology,Therapy,29,173318.11,5026225.19,4321119.44,705105.75,2023,USD,Online Payment,1,January,0.1403,149004.12
02-05-2024,East,General Medicine,Medication,46,279755.1,12868734.6,6753302.1,6115432.5,2024,EUR,Insurance,5,May,0.4752,146810.92
23-08-2024,West,Oncology,Surgery,15,387758.57,5816378.55,3318114.24,2498264.31,2024,USD,Insurance,8,August,0.4295,221207.62
31-05-2023,South,Emergency,Medication,47,323589.6,15208711.2,13669886.7,1538824.5,2023,EUR,Online Payment,5,May,0.1012,290848.65
05-04-2024,North,General Medicine,Therapy,27,3775.93,101950.11,69508.83,32441.28,2024,INR,Cash,4,April,0.3182,2574.4
10-04-2023,East,Emergency,Medication,49,106.67,5226.83,4115.07,1111.76,2023,INR,Online Payment,4,April,0.2127,83.98
13-03-2024,North,Orthopedics,Consultation,41,262146.37,10748001.17,6115106.34,4632894.83,2024,USD,Cash,3,March,0.431,149148.94
26-06-2024,North,Emergency,Surgery,34,2873.23,97689.82,75649.28,22040.54,2024,INR,Insurance,6,June,0.2256,2224.98
10-12-2024,East,Oncology,Therapy,8,334.79,2678.32,1629.69,1048.63,2024,INR,Online Payment,12,December,0.3915,203.71
19-01-2023,North,Emergency,Medication,21,3949.07,82930.47,66821.15,16109.32,2023,INR,Insurance,1,January,0.1943,3181.96
08-09-2024,North,Cardiology,Surgery,33,754.23,24889.59,20889.11,4000.48,2024,INR,Insurance,9,September,0.1607,633
14-10-2023,South,Orthopedics,Therapy,37,41179.62,1523645.94,1068397.58,455248.36,2023,USD,Cash,10,October,0.2988,28875.61
23-07-2024,South,General Medicine,Therapy,6,83970.27,503821.62,359783.42,144038.2,2024,USD,Insurance,7,July,0.2859,59963.9
19-08-2024,North,Emergency,Therapy,49,14697.9,720197.1,580980.6,139216.5,2024,EUR,Online Payment,8,August,0.1933,11856.75
10-01-2023,South,Emergency,Consultation,4,1362.94,5451.76,3876.11,1575.65,2023,INR,Insurance,1,January,0.289,969.03
27-07-2024,South,General Medicine,Consultation,14,426639.6,5972954.4,3534290.1,2438664.3,2024,EUR,Cash,7,July,0.4083,252449.29
26-06-2024,West,Pediatrics,Medication,43,4375.74,188156.82,128776.41,59380.41,2024,INR,Insurance,6,June,0.3156,2994.8
18-10-2024,North,Emergency,Diagnostics,36,3635.88,130891.68,67468.6,63423.08,2024,INR,Insurance,10,October,0.4845,1874.13
03-03-2023,South,Orthopedics,Medication,2,163456.05,326912.1,265495.42,61416.68,2023,USD,Online Payment,3,March,0.1879,132747.71
03-03-2024,South,Cardiology,Surgery,23,18009,414207,349218.9,64988.1,2024,EUR,Insurance,3,March,0.1569,15183.43
10-08-2023,West,Emergency,Surgery,49,2877.75,141009.75,102247.61,38762.14,2023,INR,Insurance,8,August,0.2749,2086.69
19-05-2023,West,Cardiology,Medication,29,231828.3,6723020.7,5253372,1469648.7,2023,EUR,Insurance,5,May,0.2186,181150.76
21-03-2023,West,Pediatrics,Consultation,48,88997.4,4271875.2,2573659.8,1698215.4,2023,EUR,Online Payment,3,March,0.3975,53617.91
17-05-2023,East,Emergency,Diagnostics,33,2025.46,66840.18,57686.57,9153.61,2023,INR,Online Payment,5,May,0.1369,1748.08
15-01-2023,West,General Medicine,Medication,20,85468.5,1709370,1048066.2,661303.8,2023,EUR,Online Payment,1,January,0.3869,52403.31
11-07-2024,East,Orthopedics,Therapy,37,216777.74,8020776.38,6704081.81,1316694.57,2024,USD,Online Payment,7,July,0.1642,181191.4
02-05-2023,West,General Medicine,Surgery,11,186583.17,2052414.87,1535225.27,517189.6,2023,USD,Insurance,5,May,0.252,139565.93
18-07-2023,North,General Medicine,Surgery,41,303474.6,12442458.6,10978518.6,1463940,2023,EUR,Insurance,7,July,0.1177,267768.75
03-02-2024,South,Pediatrics,Surgery,11,116.42,1280.62,1101.82,178.8,2024,INR,Online Payment,2,February,0.1396,100.17
11-07-2023,North,Oncology,Diagnostics,31,41702.4,1292774.4,801582.3,491192.1,2023,EUR,Insurance,7,July,0.38,25857.49
06-06-2024,North,Orthopedics,Diagnostics,45,337882.21,15204699.45,9052805.02,6151894.43,2024,USD,Online Payment,6,June,0.4046,201173.44
04-05-2023,South,Pediatrics,Consultation,34,748.29,25441.86,18258.54,7183.32,2023,INR,Cash,5,May,0.2823,537.02
23-11-2024,South,General Medicine,Medication,28,159040.8,4453142.4,3143523.6,1309618.8,2024,EUR,Insurance,11,November,0.2941,112268.7
13-10-2023,West,General Medicine,Therapy,50,180567,9028350,5727825.9,3300524.1,2023,EUR,Online Payment,10,October,0.3656,114556.52
04-02-2023,South,Orthopedics,Consultation,23,133298,3065854,2081277.29,984576.71,2023,USD,Cash,2,February,0.3211,90490.32
12-07-2023,South,Cardiology,Surgery,46,225071.93,10353308.78,5277055.34,5076253.44,2023,USD,Insurance,7,July,0.4903,114718.59
18-10-2023,South,Oncology,Therapy,19,4908,93252,49168.46,44083.54,2023,INR,Online Payment,10,October,0.4727,2587.81
22-06-2023,South,Cardiology,Surgery,31,136791.9,4240548.9,2688219,1552329.9,2023,EUR,Online Payment,6,June,0.3661,86716.74
15-10-2024,West,Cardiology,Consultation,1,142303.5,142303.5,108868.5,33435,2024,EUR,Cash,10,October,0.235,108868.5
03-11-2024,South,Cardiology,Surgery,46,206151.25,9482957.5,7142140.87,2340816.63,2024,USD,Cash,11,November,0.2468,155263.93
05-12-2024,West,Oncology,Consultation,41,164.53,6745.73,4728.81,2016.92,2024,INR,Insurance,12,December,0.299,115.34
21-12-2023,South,Cardiology,Surgery,26,3167.18,82346.68,51311.94,31034.74,2023,INR,Insurance,12,December,0.3769,1973.54
13-12-2023,East,Pediatrics,Diagnostics,7,245329.74,1717308.18,1455864.82,261443.36,2023,USD,Cash,12,December,0.1522,207980.69
12-10-2024,North,Orthopedics,Consultation,18,23727.6,427096.8,316231.2,110865.6,2024,EUR,Insurance,10,October,0.2596,17568.4
17-04-2024,East,Cardiology,Diagnostics,20,651.19,13023.8,10472.4,2551.4,2024,INR,Insurance,4,April,0.1959,523.62
17-10-2024,East,Pediatrics,Surgery,36,95782,3448152,2589280.45,858871.55,2024,USD,Online Payment,10,October,0.2491,71924.46
31-05-2024,South,Orthopedics,Therapy,29,355772.86,10317412.94,6499847.03,3817565.91,2024,USD,Insurance,5,May,0.37,224132.66
24-02-2024,West,Pediatrics,Consultation,37,3874.09,143341.33,86135.17,57206.16,2024,INR,Online Payment,2,February,0.3991,2327.98
04-01-2023,North,Orthopedics,Diagnostics,3,4229.58,12688.74,11351.25,1337.49,2023,INR,Online Payment,1,January,0.1054,3783.75
05-05-2024,South,General Medicine,Consultation,37,4776.64,176735.68,112261.92,64473.76,2024,INR,Cash,5,May,0.3648,3034.11
10-10-2023,East,Cardiology,Therapy,21,903.63,18976.23,15060.67,3915.56,2023,INR,Online Payment,10,October,0.2063,717.17
31-07-2023,West,Pediatrics,Consultation,23,2183.97,50231.31,38025.15,12206.16,2023,INR,Cash,7,July,0.243,1653.27
07-11-2024,West,Oncology,Diagnostics,9,16628.22,149653.98,84681.58,64972.4,2024,USD,Online Payment,11,November,0.4342,9409.06
25-08-2023,South,Cardiology,Medication,36,348323.61,12539649.96,6595033.09,5944616.87,2023,USD,Insurance,8,August,0.4741,183195.36
19-12-2024,West,General Medicine,Consultation,6,80163,480978,326594.7,154383.3,2024,EUR,Insurance,12,December,0.321,54432.45
21-12-2023,North,General Medicine,Therapy,41,1289.38,52864.58,29580.17,23284.41,2023,INR,Insurance,12,December,0.4405,721.47
10-12-2023,West,Cardiology,Medication,7,118021.5,826150.5,575480.7,250669.8,2023,EUR,Cash,12,December,0.3034,82211.53
15-02-2023,South,Emergency,Medication,27,219582.9,5928738.3,3123970.2,2804768.1,2023,EUR,Cash,2,February,0.4731,115702.6
20-09-2024,North,Pediatrics,Diagnostics,24,208.44,5002.56,2863.43,2139.13,2024,INR,Cash,9,September,0.4276,119.31
16-04-2024,South,Emergency,Consultation,50,1325.52,66276,57718.73,8557.27,2024,INR,Cash,4,April,0.1291,1154.37
18-12-2023,North,Pediatrics,Consultation,12,2259.76,27117.12,13563.99,13553.13,2023,INR,Online Payment,12,December,0.4998,1130.33
05-09-2024,West,General Medicine,Surgery,22,4397.94,96754.68,78504.13,18250.55,2024,INR,Online Payment,9,September,0.1886,3568.37
13-03-2024,East,Cardiology,Diagnostics,11,360243.9,3962682.9,2805207.3,1157475.6,2024,EUR,Cash,3,March,0.2921,255018.85
23-07-2023,West,General Medicine,Surgery,47,340762.31,16015828.57,9382515.05,6633313.52,2023,USD,Online Payment,7,July,0.4142,199627.98
28-10-2023,West,Orthopedics,Surgery,7,941.2,6588.4,5508.68,1079.72,2023,INR,Insurance,10,October,0.1639,786.95
19-08-2023,North,Pediatrics,Medication,11,17763.3,195396.3,139733.1,55663.2,2023,EUR,Cash,8,August,0.2849,12703.01
13-08-2023,South,Emergency,Surgery,12,375663.81,4507965.72,3279793.14,1228172.58,2023,USD,Online Payment,8,August,0.2724,273316.1
14-08-2023,East,Cardiology,Therapy,37,280789.2,10389200.4,8306865,2082335.4,2023,EUR,Insurance,8,August,0.2004,224509.86
13-08-2023,North,Cardiology,Diagnostics,31,110577.6,3427905.6,3050447.4,377458.2,2023,EUR,Insurance,8,August,0.1101,98401.53
18-09-2024,North,Orthopedics,Therapy,22,175841.1,3868504.2,2762612.1,1105892.1,2024,EUR,Cash,9,September,0.2859,125573.28
11-03-2024,South,Oncology,Therapy,8,3075.05,24600.4,14887.59,9712.81,2024,INR,Online Payment,3,March,0.3948,1860.95
20-01-2024,West,Cardiology,Diagnostics,49,186790.5,9152734.5,7267728.6,1885005.9,2024,EUR,Insurance,1,January,0.206,148320.99
03-11-2024,North,Pediatrics,Diagnostics,2,107460.1,214920.2,110282.1,104638.1,2024,USD,Online Payment,11,November,0.4869,55141.05
15-08-2023,East,Emergency,Diagnostics,25,340284.6,8507115,6837784.2,1669330.8,2023,EUR,Insurance,8,August,0.1962,273511.37
07-09-2023,East,Oncology,Therapy,37,4275.48,158192.76,119782.07,38410.69,2023,INR,Online Payment,9,September,0.2428,3237.35
03-08-2023,West,General Medicine,Consultation,22,294329.7,6475253.4,5123742.3,1351511.1,2023,EUR,Online Payment,8,August,0.2087,232897.38
26-06-2023,South,Oncology,Medication,32,165106.09,5283394.88,2840382.01,2443012.87,2023,USD,Cash,6,June,0.4624,88761.94
16-11-2024,West,Oncology,Consultation,4,2580.68,10322.72,6159.44,4163.28,2024,INR,Cash,11,November,0.4033,1539.86
25-01-2024,North,General Medicine,Medication,40,282494.7,11299788,7252952.4,4046835.6,2024,EUR,Cash,1,January,0.3581,181323.81
23-05-2024,East,Oncology,Consultation,41,269818.89,11062574.49,8112421.66,2950152.83,2024,USD,Insurance,5,May,0.2667,197863.94
14-06-2023,West,Cardiology,Surgery,22,383239.8,8431275.6,7464481.2,966794.4,2023,EUR,Online Payment,6,June,0.1147,339294.6
03-04-2023,North,Emergency,Therapy,6,3416.14,20496.84,12439.83,8057.01,2023,INR,Cash,4,April,0.3931,2073.3
16-02-2023,North,Cardiology,Diagnostics,7,4198.1,29386.7,22937.84,6448.86,2023,INR,Online Payment,2,February,0.2194,3276.83
17-05-2024,West,Orthopedics,Surgery,42,354400.04,14884801.68,11454505.47,3430296.21,2024,USD,Insurance,5,May,0.2305,272726.32
11-11-2024,West,Cardiology,Consultation,33,3498.16,115439.28,62100.93,53338.35,2024,INR,Cash,11,November,0.462,1881.85
16-02-2024,North,Pediatrics,Medication,7,2684.77,18793.39,16116.93,2676.46,2024,INR,Cash,2,February,0.1424,2302.42
31-10-2023,East,General Medicine,Diagnostics,20,424798.2,8495964,5780850.3,2715113.7,2023,EUR,Cash,10,October,0.3196,289042.52
01-02-2024,South,Cardiology,Surgery,15,407422.8,6111342,5182702.2,928639.8,2024,EUR,Cash,2,February,0.152,345513.48
01-09-2024,North,General Medicine,Therapy,3,1691.23,5073.69,3573.78,1499.91,2024,INR,Cash,9,September,0.2956,1191.26
05-03-2023,West,Oncology,Therapy,37,241754.93,8944932.41,5336422.75,3608509.66,2023,USD,Online Payment,3,March,0.4034,144227.64
02-07-2023,East,Orthopedics,Medication,19,337832.41,6418815.79,4830730.31,1588085.48,2023,USD,Online Payment,7,July,0.2474,254248.96
14-04-2023,East,Orthopedics,Therapy,41,444635.1,18230039.1,9131279.4,9098759.7,2023,EUR,Online Payment,4,April,0.4991,222714.13
07-01-2024,South,Orthopedics,Surgery,6,105660.9,633965.4,401121.9,232843.5,2024,EUR,Insurance,1,January,0.3673,66853.65
23-07-2023,East,General Medicine,Consultation,35,75855.6,2654946,1457110.8,1197835.2,2023,EUR,Insurance,7,July,0.4512,41631.74
13-12-2024,South,Cardiology,Medication,10,153426.33,1534263.3,1087074.24,447189.06,2024,USD,Cash,12,December,0.2915,108707.42
10-06-2024,North,Oncology,Consultation,32,3303.46,105710.72,81029.39,24681.33,2024,INR,Cash,6,June,0.2335,2532.17
30-07-2023,West,Pediatrics,Consultation,13,444386.7,5777027.1,2970446.4,2806580.7,2023,EUR,Cash,7,July,0.4858,228495.88
03-01-2023,North,Cardiology,Medication,48,282965.4,13582339.2,11092535.1,2489804.1,2023,EUR,Online Payment,1,January,0.1833,231094.48
13-05-2024,North,Oncology,Medication,24,41999.4,1007985.6,764048.7,243936.9,2024,EUR,Insurance,5,May,0.242,31835.36
07-09-2023,South,Pediatrics,Therapy,1,1996.67,1996.67,1451.62,545.05,2023,INR,Online Payment,9,September,0.273,1451.62
21-08-2023,West,Oncology,Surgery,34,4201.34,142845.56,89458.44,53387.12,2023,INR,Online Payment,8,August,0.3737,2631.13
25-03-2023,East,Pediatrics,Diagnostics,5,221465.58,1107327.9,688261.73,419066.17,2023,USD,Cash,3,March,0.3784,137652.35
03-07-2024,North,Orthopedics,Diagnostics,38,67144.5,2551491,1521799.2,1029691.8,2024,EUR,Online Payment,7,July,0.4036,40047.35
04-04-2024,North,Orthopedics,Surgery,44,1225.95,53941.8,38664.1,15277.7,2024,INR,Cash,4,April,0.2832,878.73
30-12-2024,North,General Medicine,Therapy,25,244120.43,6103010.75,5084276.22,1018734.53,2024,USD,Online Payment,12,December,0.1669,203371.05
09-08-2023,West,Pediatrics,Medication,9,1657.62,14918.58,10641.89,4276.69,2023,INR,Insurance,8,August,0.2867,1182.43
29-03-2023,South,Emergency,Medication,37,96705.9,3578118.3,3051184.5,526933.8,2023,EUR,Cash,3,March,0.1473,82464.45
19-02-2024,South,Orthopedics,Medication,21,236.47,4965.87,2652.35,2313.52,2024,INR,Insurance,2,February,0.4659,126.3
11-04-2024,North,General Medicine,Medication,31,390491.1,12105224.1,9991600.2,2113623.9,2024,EUR,Insurance,4,April,0.1746,322309.68
23-10-2024,North,General Medicine,Consultation,25,210576.6,5264415,2831090.4,2433324.6,2024,EUR,Cash,10,October,0.4622,113243.62
04-04-2023,East,Oncology,Diagnostics,1,2673.11,2673.11,2005.73,667.38,2023,INR,Insurance,4,April,0.2497,2005.73
29-02-2024,East,Oncology,Medication,27,53138.7,1434744.9,981084.6,453660.3,2024,EUR,Online Payment,2,February,0.3162,36336.47
20-09-2023,North,Pediatrics,Medication,48,552.7,26529.6,20818.97,5710.63,2023,INR,Online Payment,9,September,0.2153,433.73
06-12-2024,West,General Medicine,Surgery,49,241046.1,11811258.9,7413374.7,4397884.2,2024,EUR,Cash,12,December,0.3723,151293.36
22-10-2023,North,Oncology,Consultation,7,170612.31,1194286.17,636887.22,557398.95,2023,USD,Cash,10,October,0.4667,90983.89
26-04-2023,East,Emergency,Medication,12,1808.36,21700.32,17363.29,4337.03,2023,INR,Cash,4,April,0.1999,1446.94
29-09-2024,East,Orthopedics,Surgery,28,2921.6,81804.8,42153.87,39650.93,2024,INR,Insurance,9,September,0.4847,1505.5
08-09-2023,West,Cardiology,Surgery,8,3290.72,26325.76,22561.16,3764.6,2023,INR,Insurance,9,September,0.143,2820.14
26-07-2023,South,General Medicine,Diagnostics,19,2505.41,47602.79,25862.9,21739.89,2023,INR,Online Payment,7,July,0.4567,1361.21
23-12-2024,North,Pediatrics,Consultation,23,132589.8,3049565.4,2094104.7,955460.7,2024,EUR,Online Payment,12,December,0.3133,91048.03
22-02-2023,West,Pediatrics,Therapy,22,202417.08,4453175.76,2873755.48,1579420.28,2023,USD,Online Payment,2,February,0.3547,130625.25
24-05-2023,South,Cardiology,Consultation,27,342870.51,9257503.77,4636386.64,4621117.13,2023,USD,Online Payment,5,May,0.4992,171718.02
21-12-2023,South,Emergency,Therapy,16,3267.76,52284.16,44843.65,7440.51,2023,INR,Cash,12,December,0.1423,2802.73
12-08-2024,West,General Medicine,Medication,44,4623.83,203448.52,177219.48,26229.04,2024,INR,Online Payment,8,August,0.1289,4027.72
11-07-2024,West,Oncology,Medication,18,2662.68,47928.24,30781.28,17146.96,2024,INR,Insurance,7,July,0.3578,1710.07
20-03-2024,South,Oncology,Surgery,21,265702.5,5579752.5,3966678,1613074.5,2024,EUR,Online Payment,3,March,0.2891,188889.43
10-01-2023,East,Pediatrics,Diagnostics,18,3921.83,70592.94,37364.33,33228.61,2023,INR,Cash,1,January,0.4707,2075.8
13-11-2024,South,Oncology,Diagnostics,34,381250.54,12962518.36,8205193.25,4757325.11,2024,USD,Insurance,11,November,0.367,241329.21
15-04-2024,West,Oncology,Therapy,37,86464.8,3199197.6,2384889.3,814308.3,2024,EUR,Online Payment,4,April,0.2545,64456.47
25-12-2023,North,General Medicine,Consultation,18,2535.54,45639.72,25451.46,20188.26,2023,INR,Insurance,12,December,0.4423,1413.97
