Date,Region,Department,Treatment_Type,Number_of_Patients,Treatment_Cost,Total_Revenue,Expense,Profit,Year,Currency,Payment_Method,Month,Month_Name,Profit_Margin,Cost_Per_Patient
2024-12-21,North,General Medicine,Consultation,21,1643.61,34515.81,29417.19,5098.619999999999,2024,USD,Online Payment,12,December,0.1477,1400.82
2023-03-29,East,Pediatrics,Medication,24,3132.72,75185.28,54304.75,20880.53,2023,INR,Insurance,3,March,0.2777,2262.7
2024-08-04,East,Orthopedics,Surgery,23,965.32,22202.36,14717.29,7485.07,2024,INR,Online Payment,8,August,0.3371,639.88
2023-09-22,South,Orthopedics,Medication,23,4948.68,113819.64,74490.39,39329.25,2023,EUR,Insurance,9,September,0.3455,3238.71
2024-12-06,South,Cardiology,Surgery,13,1601.27,20816.51,13574.26,7242.249999999998,2024,USD,Insurance,12,December,0.3479,1044.17
2023-01-15,North,Cardiology,Medication,13,1896.0,24648.0,16214.56,8433.44,2023,INR,Insurance,1,January,0.3422,1247.27
2023-02-22,South,Orthopedics,Therapy,25,491.09,12277.25,8656.03,3621.219999999999,2023,EUR,Insurance,2,February,0.295,346.24
2023-12-31,North,Emergency,Surgery,25,1676.59,41914.75,31430.8,10483.95,2023,EUR,Online Payment,12,December,0.2501,1257.23
2024-08-26,North,Cardiology,Consultation,12,2157.06,25884.72,17064.86,8819.86,2024,EUR,Cash,8,August,0.3407,1422.07
2023-12-12,South,Oncology,Consultation,41,3210.55,131632.55,103817.73,27814.81999999999,2023,EUR,Cash,12,December,0.2113,2532.14
2023-02-24,North,General Medicine,Consultation,29,3994.91,115852.39,96547.05,19305.34,2023,EUR,Insurance,2,February,0.1666,3329.21
2023-08-27,East,General Medicine,Consultation,41,3512.82,144025.62,74784.61,69241.01,2023,INR,Cash,8,August,0.4808,1824.01
2024-07-28,West,General Medicine,Medication,35,1229.4,43029.0,27624.19,15404.81,2024,USD,Cash,7,July,0.358,789.26
2023-12-31,North,Orthopedics,Diagnostics,44,3850.27,169411.88,94764.05,74647.83,2023,USD,Online Payment,12,December,0.4406,2153.73
2023-01-02,West,Cardiology,Therapy,2,4257.7,8515.4,5059.85,3455.549999999999,2023,INR,Insurance,1,January,0.4058,2529.93
2023-11-26,South,Pediatrics,Therapy,4,1690.25,6761.0,5186.73,1574.27,2023,EUR,Cash,11,November,0.2328,1296.68
2023-04-22,East,Pediatrics,Surgery,35,1488.83,52109.05,39136.48,12972.57,2023,USD,Online Payment,4,April,0.249,1118.19
2023-06-07,North,Pediatrics,Medication,9,1846.89,16622.01,8381.99,8240.019999999999,2023,EUR,Online Payment,6,June,0.4957,931.33
2023-04-13,South,General Medicine,Therapy,44,120.5,5302.0,2749.47,2552.53,2023,EUR,Cash,4,April,0.4814,62.49
2024-11-25,South,Pediatrics,Diagnostics,17,4130.98,70226.66,49735.32,20491.34,2024,USD,Insurance,11,November,0.2918,2925.61
2023-12-08,North,Oncology,Surgery,13,1286.15,16719.95,13901.7,2818.25,2023,INR,Insurance,12,December,0.1686,1069.36
2024-09-19,South,Orthopedics,Surgery,12,2368.65,28423.8,25508.73,2915.07,2024,INR,Online Payment,9,September,0.1026,2125.73
2023-04-23,East,Pediatrics,Surgery,14,986.58,13812.12,10949.43,2862.690000000001,2023,INR,Online Payment,4,April,0.2073,782.1
2024-11-22,South,Cardiology,Medication,45,4317.26,194276.7,139259.04,55017.66,2024,USD,Online Payment,11,November,0.2832,3094.65
2024-11-10,West,Emergency,Therapy,6,4898.92,29393.52,20996.13,8397.39,2024,EUR,Online Payment,11,November,0.2857,3499.36
2024-07-03,West,Emergency,Medication,50,2525.58,126279.0,95798.72,30480.28,2024,EUR,Online Payment,7,July,0.2414,1915.97
2023-09-07,East,Orthopedics,Consultation,33,2541.72,83876.76,53660.84,30215.92,2023,INR,Cash,9,September,0.3602,1626.09
2023-04-09,West,Pediatrics,Therapy,35,1057.86,37025.1,32117.87,4907.23,2023,INR,Cash,4,April,0.1325,917.65
2023-09-19,North,Cardiology,Medication,10,1314.83,13148.3,6792.75,6355.549999999999,2023,INR,Insurance,9,September,0.4834,679.28
2023-04-19,West,Pediatrics,Medication,13,2916.36,37912.68,23364.7,14547.98,2023,INR,Online Payment,4,April,0.3837,1797.28
2023-10-13,East,Pediatrics,Consultation,6,3436.17,20617.02,10646.09,9970.93,2023,INR,Cash,10,October,0.4836,1774.35
2023-09-27,North,Orthopedics,Medication,9,3905.79,35152.11,19166.74,15985.37,2023,USD,Online Payment,9,September,0.4547,2129.64
2024-08-30,West,Pediatrics,Medication,22,851.35,18729.7,9732.1,8997.6,2024,INR,Online Payment,8,August,0.4804,442.37
2023-06-23,West,Orthopedics,Medication,40,2677.86,107114.4,88321.37,18793.03,2023,INR,Online Payment,6,June,0.1754,2208.03
2024-12-24,North,Oncology,Surgery,3,3240.09,9720.27,8717.5,1002.77,2024,INR,Online Payment,12,December,0.1032,2905.83
2024-11-07,West,Emergency,Medication,40,487.34,19493.6,11904.29,7589.309999999998,2024,EUR,Cash,11,November,0.3893,297.61
2024-02-01,West,Cardiology,Medication,19,4676.53,88854.07,72438.55,16415.52,2024,USD,Online Payment,2,February,0.1847,3812.56
2023-08-29,West,Oncology,Surgery,36,3205.85,115410.6,91053.32,24357.28,2023,EUR,Cash,8,August,0.211,2529.26
2024-02-17,North,Pediatrics,Surgery,41,217.51,8917.91,7822.4,1095.51,2024,EUR,Cash,2,February,0.1228,190.79
2023-03-31,East,Oncology,Surgery,36,2441.88,87907.68,63576.03,24331.64999999999,2023,EUR,Online Payment,3,March,0.2768,1766.0
2024-11-11,South,Cardiology,Therapy,3,1410.7,4232.1,3396.68,835.4200000000005,2024,USD,Insurance,11,November,0.1974,1132.23
2023-04-28,North,Pediatrics,Consultation,6,260.42,1562.52,893.09,669.43,2023,EUR,Cash,4,April,0.4284,148.85
2024-09-13,West,Emergency,Diagnostics,33,3268.76,107869.08,95085.7,12783.38,2024,INR,Online Payment,9,September,0.1185,2881.38
2024-01-25,West,Orthopedics,Therapy,8,767.9,6143.2,5032.38,1110.82,2024,EUR,Online Payment,1,January,0.1808,629.05
2024-03-11,West,General Medicine,Medication,40,625.09,25003.6,13220.21,11783.39,2024,INR,Insurance,3,March,0.4713,330.51
2023-08-25,East,Oncology,Diagnostics,16,1180.61,18889.76,16080.14,2809.619999999999,2023,USD,Online Payment,8,August,0.1487,1005.01
2023-05-18,North,General Medicine,Consultation,39,1374.86,53619.54,45552.7,8066.840000000004,2023,USD,Cash,5,May,0.1504,1168.02
2024-05-19,North,Pediatrics,Therapy,30,1669.66,50089.8,36023.27,14066.53000000001,2024,INR,Insurance,5,May,0.2808,1200.78
2024-10-04,East,Cardiology,Diagnostics,27,1754.45,47370.15,29322.07,18048.08,2024,INR,Online Payment,10,October,0.381,1086.0
2023-12-04,South,Oncology,Consultation,34,1211.56,41193.04,23403.95,17789.09,2023,USD,Insurance,12,December,0.4318,688.35
2024-10-06,West,Cardiology,Diagnostics,28,1720.39,48170.92,25237.57,22933.35,2024,INR,Cash,10,October,0.4761,901.34
2023-05-12,North,Oncology,Surgery,38,850.44,32316.72,18529.1,13787.62,2023,USD,Insurance,5,May,0.4266,487.61
2024-06-06,West,Oncology,Medication,1,1361.7,1361.7,962.78,398.9200000000001,2024,INR,Online Payment,6,June,0.293,962.78
2023-12-10,South,Cardiology,Therapy,25,2231.66,55791.5,34316.54,21474.96,2023,INR,Online Payment,12,December,0.3849,1372.66
2024-03-12,North,General Medicine,Medication,45,1583.96,71278.2,54906.98,16371.21999999999,2024,USD,Online Payment,3,March,0.2297,1220.16
2024-08-02,South,Orthopedics,Therapy,48,4832.9,231979.2,154339.39,77639.81,2024,USD,Insurance,8,August,0.3347,3215.4
2023-01-31,West,General Medicine,Surgery,41,4015.84,164649.44,87781.5,76867.94,2023,EUR,Cash,1,January,0.4669,2141.01
2023-04-24,East,Oncology,Surgery,9,3825.83,34432.47,27539.94,6892.530000000002,2023,INR,Online Payment,4,April,0.2002,3059.99
2023-04-05,West,General Medicine,Diagnostics,29,4379.14,126995.06,106839.97,20155.09,2023,USD,Online Payment,4,April,0.1587,3684.14
2023-11-13,North,Emergency,Diagnostics,18,3090.47,55628.46,32420.67,23207.79,2023,INR,Cash,11,November,0.4172,1801.15
2024-07-01,East,Emergency,Diagnostics,4,4550.52,18202.08,15077.88,3124.200000000003,2024,EUR,Online Payment,7,July,0.1716,3769.47
2024-10-22,South,Orthopedics,Medication,44,1582.0,69608.0,62439.79,7168.209999999999,2024,USD,Online Payment,10,October,0.103,1419.09
2024-12-02,South,Orthopedics,Medication,8,4742.28,37938.24,28584.25,9353.989999999998,2024,USD,Insurance,12,December,0.2466,3573.03
2023-02-03,East,Emergency,Consultation,28,3813.24,106770.72,92374.03,14396.69,2023,INR,Insurance,2,February,0.1348,3299.07
2023-10-01,South,Orthopedics,Consultation,26,3403.95,88502.7,64367.43,24135.27,2023,INR,Online Payment,10,October,0.2727,2475.67
2023-06-16,North,Oncology,Consultation,30,595.25,17857.5,10607.29,7250.209999999999,2023,INR,Cash,6,June,0.406,353.58
2024-06-12,West,Orthopedics,Diagnostics,42,2165.67,90958.14,67829.0,23129.14,2024,EUR,Online Payment,6,June,0.2543,1614.98
2023-06-20,East,Cardiology,Consultation,15,4516.54,67748.1,59149.52,8598.580000000009,2023,EUR,Insurance,6,June,0.1269,3943.3
2023-09-09,East,Cardiology,Diagnostics,9,1373.46,12361.14,7677.66,4683.48,2023,USD,Insurance,9,September,0.3789,853.07
2024-10-23,North,Emergency,Consultation,16,2751.07,44017.12,29951.74,14065.38,2024,EUR,Insurance,10,October,0.3195,1871.98
2023-03-24,West,Pediatrics,Medication,17,1076.29,18296.93,13203.92,5093.01,2023,EUR,Cash,3,March,0.2784,776.7
2023-06-16,North,Pediatrics,Surgery,10,3722.4,37224.0,24736.7,12487.3,2023,INR,Online Payment,6,June,0.3355,2473.67
2023-04-21,East,Cardiology,Diagnostics,39,4070.04,158731.56,107875.76,50855.8,2023,USD,Cash,4,April,0.3204,2766.05
2024-08-09,South,Pediatrics,Diagnostics,9,2759.57,24836.13,18563.4,6272.73,2024,USD,Online Payment,8,August,0.2526,2062.6
2023-01-15,West,Cardiology,Therapy,29,2088.17,60556.93,52061.68,8495.25,2023,USD,Online Payment,1,January,0.1403,1795.23
2024-05-02,East,General Medicine,Medication,46,3108.39,142985.94,75036.69,67949.25,2024,EUR,Insurance,5,May,0.4752,1631.23
2024-08-23,West,Oncology,Surgery,15,4671.79,70076.85,39977.28,30099.57000000001,2024,USD,Insurance,8,August,0.4295,2665.15
2023-05-31,South,Emergency,Medication,47,3595.44,168985.68,151887.63,17098.04999999999,2023,EUR,Online Payment,5,May,0.1012,3231.65
2024-04-05,North,General Medicine,Therapy,27,3775.93,101950.11,69508.83,32441.28,2024,INR,Cash,4,April,0.3182,2574.4
2023-04-10,East,Emergency,Medication,49,106.67,5226.83,4115.07,1111.76,2023,INR,Online Payment,4,April,0.2127,83.98
2024-03-13,North,Orthopedics,Consultation,41,3158.39,129493.99,73675.98,55818.01000000001,2024,USD,Cash,3,March,0.431,1796.98
2024-06-26,North,Emergency,Surgery,34,2873.23,97689.82,75649.28,22040.54000000001,2024,INR,Insurance,6,June,0.2256,2224.98
2024-12-10,East,Oncology,Therapy,8,334.79,2678.32,1629.69,1048.63,2024,INR,Online Payment,12,December,0.3915,203.71
2023-01-19,North,Emergency,Medication,21,3949.07,82930.47,66821.15,16109.32000000001,2023,INR,Insurance,1,January,0.1943,3181.96
2024-09-08,North,Cardiology,Surgery,33,754.23,24889.59,20889.11,4000.48,2024,INR,Insurance,9,September,0.1607,633.0
2023-10-14,South,Orthopedics,Therapy,37,496.14,18357.18,12872.26,5484.92,2023,USD,Cash,10,October,0.2988,347.9
2024-07-23,South,General Medicine,Therapy,6,1011.69,6070.14,4334.74,1735.400000000001,2024,USD,Insurance,7,July,0.2859,722.46
2024-08-19,North,Emergency,Therapy,49,163.31,8002.19,6455.34,1546.849999999999,2024,EUR,Online Payment,8,August,0.1933,131.74
2023-01-10,South,Emergency,Consultation,4,1362.94,5451.76,3876.11,1575.65,2023,INR,Insurance,1,January,0.289,969.03
2024-07-27,South,General Medicine,Consultation,14,4740.44,66366.16,39269.89,27096.27,2024,EUR,Cash,7,July,0.4083,2804.99
2024-06-26,West,Pediatrics,Medication,43,4375.74,188156.82,128776.41,59380.41,2024,INR,Insurance,6,June,0.3156,2994.8
2024-10-18,North,Emergency,Diagnostics,36,3635.88,130891.68,67468.6,63423.07999999999,2024,INR,Insurance,10,October,0.4845,1874.13
2023-03-03,South,Orthopedics,Medication,2,1969.35,3938.7,3198.74,739.96,2023,USD,Online Payment,3,March,0.1879,1599.37
2024-03-03,South,Cardiology,Surgery,23,200.1,4602.3,3880.21,722.0900000000001,2024,EUR,Insurance,3,March,0.1569,168.7
2023-08-10,West,Emergency,Surgery,49,2877.75,141009.75,102247.61,38762.14,2023,INR,Insurance,8,August,0.2749,2086.69
2023-05-19,West,Cardiology,Medication,29,2575.87,74700.23,58370.8,16329.42999999999,2023,EUR,Insurance,5,May,0.2186,2012.79
2023-03-21,West,Pediatrics,Consultation,48,988.86,47465.28,28596.22,18869.06,2023,EUR,Online Payment,3,March,0.3975,595.75
2023-05-17,East,Emergency,Diagnostics,33,2025.46,66840.18,57686.57,9153.609999999993,2023,INR,Online Payment,5,May,0.1369,1748.08
2023-01-15,West,General Medicine,Medication,20,949.65,18993.0,11645.18,7347.82,2023,EUR,Online Payment,1,January,0.3869,582.26
2024-07-11,East,Orthopedics,Therapy,37,2611.78,96635.86,80772.07,15863.78999999999,2024,USD,Online Payment,7,July,0.1642,2183.03
2023-05-02,West,General Medicine,Surgery,11,2247.99,24727.89,18496.69,6231.200000000001,2023,USD,Insurance,5,May,0.252,1681.52
2023-07-18,North,General Medicine,Surgery,41,3371.94,138249.54,121983.54,16266.00000000001,2023,EUR,Insurance,7,July,0.1177,2975.21
2024-02-03,South,Pediatrics,Surgery,11,116.42,1280.62,1101.82,178.8,2024,INR,Online Payment,2,February,0.1396,100.17
2023-07-11,North,Oncology,Diagnostics,31,463.36,14364.16,8906.47,5457.690000000001,2023,EUR,Insurance,7,July,0.38,287.31
2024-06-06,North,Orthopedics,Diagnostics,45,4070.87,183189.15,109069.94,74119.20999999999,2024,USD,Online Payment,6,June,0.4046,2423.78
2023-05-04,South,Pediatrics,Consultation,34,748.29,25441.86,18258.54,7183.32,2023,INR,Cash,5,May,0.2823,537.02
2024-11-23,South,General Medicine,Medication,28,1767.12,49479.36,34928.04,14551.32,2024,EUR,Insurance,11,November,0.2941,1247.43
2023-10-13,West,General Medicine,Therapy,50,2006.3,100315.0,63642.51,36672.49,2023,EUR,Online Payment,10,October,0.3656,1272.85
2023-02-04,South,Orthopedics,Consultation,23,1606.0,36938.0,25075.63,11862.37,2023,USD,Cash,2,February,0.3211,1090.24
2023-07-12,South,Cardiology,Surgery,46,2711.71,124738.66,63578.98,61159.68,2023,USD,Insurance,7,July,0.4903,1382.15
2023-10-18,South,Oncology,Therapy,19,4908.0,93252.0,49168.46,44083.54,2023,INR,Online Payment,10,October,0.4727,2587.81
2023-06-22,South,Cardiology,Surgery,31,1519.91,47117.21,29869.1,17248.11,2023,EUR,Online Payment,6,June,0.3661,963.52
2024-10-15,West,Cardiology,Consultation,1,1581.15,1581.15,1209.65,371.5,2024,EUR,Cash,10,October,0.235,1209.65
2024-11-03,South,Cardiology,Surgery,46,2483.75,114252.5,86049.89,28202.61,2024,USD,Cash,11,November,0.2468,1870.65
2024-12-05,West,Oncology,Consultation,41,164.53,6745.73,4728.81,2016.919999999999,2024,INR,Insurance,12,December,0.299,115.34
2023-12-21,South,Cardiology,Surgery,26,3167.18,82346.68,51311.94,31034.73999999999,2023,INR,Insurance,12,December,0.3769,1973.54
2023-12-13,East,Pediatrics,Diagnostics,7,2955.78,20690.46,17540.54,3149.919999999998,2023,USD,Cash,12,December,0.1522,2505.79
2024-10-12,North,Orthopedics,Consultation,18,263.64,4745.52,3513.68,1231.840000000001,2024,EUR,Insurance,10,October,0.2596,195.2
2024-04-17,East,Cardiology,Diagnostics,20,651.19,13023.8,10472.4,2551.4,2024,INR,Insurance,4,April,0.1959,523.62
2024-10-17,East,Pediatrics,Surgery,36,1154.0,41544.0,31196.15,10347.85,2024,USD,Online Payment,10,October,0.2491,866.56
2024-05-31,South,Orthopedics,Therapy,29,4286.42,124306.18,78311.41,45994.76999999999,2024,USD,Insurance,5,May,0.37,2700.39
2024-02-24,West,Pediatrics,Consultation,37,3874.09,143341.33,86135.17,57206.15999999999,2024,INR,Online Payment,2,February,0.3991,2327.98
2023-01-04,North,Orthopedics,Diagnostics,3,4229.58,12688.74,11351.25,1337.49,2023,INR,Online Payment,1,January,0.1054,3783.75
2024-05-05,South,General Medicine,Consultation,37,4776.64,176735.68,112261.92,64473.75999999999,2024,INR,Cash,5,May,0.3648,3034.11
2023-10-10,East,Cardiology,Therapy,21,903.63,18976.23,15060.67,3915.559999999999,2023,INR,Online Payment,10,October,0.2063,717.17
2023-07-31,West,Pediatrics,Consultation,23,2183.97,50231.31,38025.15,12206.16,2023,INR,Cash,7,July,0.243,1653.27
2024-11-07,West,Oncology,Diagnostics,9,200.34,1803.06,1020.26,782.8,2024,USD,Online Payment,11,November,0.4342,113.36
2023-08-25,South,Cardiology,Medication,36,4196.67,151080.12,79458.23,71621.89,2023,USD,Insurance,8,August,0.4741,2207.17
2024-12-19,West,General Medicine,Consultation,6,890.7,5344.2,3628.83,1715.37,2024,EUR,Insurance,12,December,0.321,604.8
2023-12-21,North,General Medicine,Therapy,41,1289.38,52864.58,29580.17,23284.41,2023,INR,Insurance,12,December,0.4405,721.47
2023-12-10,West,Cardiology,Medication,7,1311.35,9179.45,6394.23,2785.220000000001,2023,EUR,Cash,12,December,0.3034,913.46
2023-02-15,South,Emergency,Medication,27,2439.81,65874.87,34710.78,31164.09,2023,EUR,Cash,2,February,0.4731,1285.58
2024-09-20,North,Pediatrics,Diagnostics,24,208.44,5002.56,2863.43,2139.130000000001,2024,INR,Cash,9,September,0.4276,119.31
2024-04-16,South,Emergency,Consultation,50,1325.52,66276.0,57718.73,8557.269999999997,2024,INR,Cash,4,April,0.1291,1154.37
2023-12-18,North,Pediatrics,Consultation,12,2259.76,27117.12,13563.99,13553.13,2023,INR,Online Payment,12,December,0.4998,1130.33
2024-09-05,West,General Medicine,Surgery,22,4397.94,96754.68,78504.13,18250.54999999999,2024,INR,Online Payment,9,September,0.1886,3568.37
2024-03-13,East,Cardiology,Diagnostics,11,4002.71,44029.81,31168.97,12860.84,2024,EUR,Cash,3,March,0.2921,2833.54
2023-07-23,West,General Medicine,Surgery,47,4105.57,192961.79,113042.35,79919.44,2023,USD,Online Payment,7,July,0.4142,2405.16
2023-10-28,West,Orthopedics,Surgery,7,941.2,6588.4,5508.68,1079.719999999999,2023,INR,Insurance,10,October,0.1639,786.95
2023-08-19,North,Pediatrics,Medication,11,197.37,2171.07,1552.59,618.4800000000002,2023,EUR,Cash,8,August,0.2849,141.14
2023-08-13,South,Emergency,Surgery,12,4526.07,54312.84,39515.58,14797.25999999999,2023,USD,Online Payment,8,August,0.2724,3292.96
2023-08-14,East,Cardiology,Therapy,37,3119.88,115435.56,92298.5,23137.06,2023,EUR,Insurance,8,August,0.2004,2494.55
2023-08-13,North,Cardiology,Diagnostics,31,1228.64,38087.84,33893.86,4193.979999999996,2023,EUR,Insurance,8,August,0.1101,1093.35
2024-09-18,North,Orthopedics,Therapy,22,1953.79,42983.38,30695.69,12287.69,2024,EUR,Cash,9,September,0.2859,1395.26
2024-03-11,South,Oncology,Therapy,8,3075.05,24600.4,14887.59,9712.810000000001,2024,INR,Online Payment,3,March,0.3948,1860.95
2024-01-20,West,Cardiology,Diagnostics,49,2075.45,101697.05,80752.54,20944.51000000001,2024,EUR,Insurance,1,January,0.206,1648.01
2024-11-03,North,Pediatrics,Diagnostics,2,1294.7,2589.4,1328.7,1260.7,2024,USD,Online Payment,11,November,0.4869,664.35
2023-08-15,East,Emergency,Diagnostics,25,3780.94,94523.5,75975.38,18548.12,2023,EUR,Insurance,8,August,0.1962,3039.02
2023-09-07,East,Oncology,Therapy,37,4275.48,158192.76,119782.07,38410.69,2023,INR,Online Payment,9,September,0.2428,3237.35
2023-08-03,West,General Medicine,Consultation,22,3270.33,71947.26,56930.47,15016.78999999999,2023,EUR,Online Payment,8,August,0.2087,2587.75
2023-06-26,South,Oncology,Medication,32,1989.23,63655.36,34221.47,29433.89,2023,USD,Cash,6,June,0.4624,1069.42
2024-11-16,West,Oncology,Consultation,4,2580.68,10322.72,6159.44,4163.28,2024,INR,Cash,11,November,0.4033,1539.86
2024-01-25,North,General Medicine,Medication,40,3138.83,125553.2,80588.36,44964.84,2024,EUR,Cash,1,January,0.3581,2014.71
2024-05-23,East,Oncology,Consultation,41,3250.83,133284.03,97740.02,35544.00999999999,2024,USD,Insurance,5,May,0.2667,2383.9
2023-06-14,West,Cardiology,Surgery,22,4258.22,93680.84,82938.68,10742.16,2023,EUR,Online Payment,6,June,0.1147,3769.94
2023-04-03,North,Emergency,Therapy,6,3416.14,20496.84,12439.83,8057.01,2023,INR,Cash,4,April,0.3931,2073.3
2023-02-16,North,Cardiology,Diagnostics,7,4198.1,29386.7,22937.84,6448.860000000001,2023,INR,Online Payment,2,February,0.2194,3276.83
2024-05-17,West,Orthopedics,Surgery,42,4269.88,179334.96,138006.09,41328.87,2024,USD,Insurance,5,May,0.2305,3285.86
2024-11-11,West,Cardiology,Consultation,33,3498.16,115439.28,62100.93,53338.35,2024,INR,Cash,11,November,0.462,1881.85
2024-02-16,North,Pediatrics,Medication,7,2684.77,18793.39,16116.93,2676.459999999999,2024,INR,Cash,2,February,0.1424,2302.42
2023-10-31,East,General Medicine,Diagnostics,20,4719.98,94399.6,64231.67,30167.93000000001,2023,EUR,Cash,10,October,0.3196,3211.58
2024-02-01,South,Cardiology,Surgery,15,4526.92,67903.8,57585.58,10318.22,2024,EUR,Cash,2,February,0.152,3839.04
2024-09-01,North,General Medicine,Therapy,3,1691.23,5073.69,3573.78,1499.909999999999,2024,INR,Cash,9,September,0.2956,1191.26
2023-03-05,West,Oncology,Therapy,37,2912.71,107770.27,64294.25,43476.02,2023,USD,Online Payment,3,March,0.4034,1737.68
2023-07-02,East,Orthopedics,Medication,19,4070.27,77335.13,58201.57,19133.56,2023,USD,Online Payment,7,July,0.2474,3063.24
2023-04-14,East,Orthopedics,Therapy,41,4940.39,202555.99,101458.66,101097.33,2023,EUR,Online Payment,4,April,0.4991,2474.6
2024-01-07,South,Orthopedics,Surgery,6,1174.01,7044.06,4456.91,2587.150000000001,2024,EUR,Insurance,1,January,0.3673,742.82
2023-07-23,East,General Medicine,Consultation,35,842.84,29499.4,16190.12,13309.28,2023,EUR,Insurance,7,July,0.4512,462.57
2024-12-13,South,Cardiology,Medication,10,1848.51,18485.1,13097.28,5387.819999999998,2024,USD,Cash,12,December,0.2915,1309.73
2024-06-10,North,Oncology,Consultation,32,3303.46,105710.72,81029.39,24681.33,2024,INR,Cash,6,June,0.2335,2532.17
2023-07-30,West,Pediatrics,Consultation,13,4937.63,64189.19,33004.96,31184.23,2023,EUR,Cash,7,July,0.4858,2538.84
2023-01-03,North,Cardiology,Medication,48,3144.06,150914.88,123250.39,27664.49000000001,2023,EUR,Online Payment,1,January,0.1833,2567.72
2024-05-13,North,Oncology,Medication,24,466.66,11199.84,8489.43,2710.41,2024,EUR,Insurance,5,May,0.242,353.73
2023-09-07,South,Pediatrics,Therapy,1,1996.67,1996.67,1451.62,545.0500000000002,2023,INR,Online Payment,9,September,0.273,1451.62
2023-08-21,West,Oncology,Surgery,34,4201.34,142845.56,89458.44,53387.12,2023,INR,Online Payment,8,August,0.3737,2631.13
2023-03-25,East,Pediatrics,Diagnostics,5,2668.26,13341.3,8292.31,5048.99,2023,USD,Cash,3,March,0.3784,1658.46
2024-07-03,North,Orthopedics,Diagnostics,38,746.05,28349.9,16908.88,11441.02,2024,EUR,Online Payment,7,July,0.4036,444.97
2024-04-04,North,Orthopedics,Surgery,44,1225.95,53941.8,38664.1,15277.7,2024,INR,Cash,4,April,0.2832,878.73
2024-12-30,North,General Medicine,Therapy,25,2941.21,73530.25,61256.34,12273.91,2024,USD,Online Payment,12,December,0.1669,2450.25
2023-08-09,West,Pediatrics,Medication,9,1657.62,14918.58,10641.89,4276.690000000001,2023,INR,Insurance,8,August,0.2867,1182.43
2023-03-29,South,Emergency,Medication,37,1074.51,39756.87,33902.05,5854.82,2023,EUR,Cash,3,March,0.1473,916.27
2024-02-19,South,Orthopedics,Medication,21,236.47,4965.87,2652.35,2313.52,2024,INR,Insurance,2,February,0.4659,126.3
2024-04-11,North,General Medicine,Medication,31,4338.79,134502.49,111017.78,23484.70999999999,2024,EUR,Insurance,4,April,0.1746,3581.22
2024-10-23,North,General Medicine,Consultation,25,2339.74,58493.5,31456.56,27036.94,2024,EUR,Cash,10,October,0.4622,1258.26
2023-04-04,East,Oncology,Diagnostics,1,2673.11,2673.11,2005.73,667.3800000000001,2023,INR,Insurance,4,April,0.2497,2005.73
2024-02-29,East,Oncology,Medication,27,590.43,15941.61,10900.94,5040.67,2024,EUR,Online Payment,2,February,0.3162,403.74
2023-09-20,North,Pediatrics,Medication,48,552.7,26529.6,20818.97,5710.629999999997,2023,INR,Online Payment,9,September,0.2153,433.73
2024-12-06,West,General Medicine,Surgery,49,2678.29,131236.21,82370.83,48865.37999999999,2024,EUR,Cash,12,December,0.3723,1681.04
2023-10-22,North,Oncology,Consultation,7,2055.57,14388.99,7673.34,6715.65,2023,USD,Cash,10,October,0.4667,1096.19
2023-04-26,East,Emergency,Medication,12,1808.36,21700.32,17363.29,4337.029999999999,2023,INR,Cash,4,April,0.1999,1446.94
2024-09-29,East,Orthopedics,Surgery,28,2921.6,81804.8,42153.87,39650.93,2024,INR,Insurance,9,September,0.4847,1505.5
2023-09-08,West,Cardiology,Surgery,8,3290.72,26325.76,22561.16,3764.599999999999,2023,INR,Insurance,9,September,0.143,2820.14
2023-07-26,South,General Medicine,Diagnostics,19,2505.41,47602.79,25862.9,21739.89,2023,INR,Online Payment,7,July,0.4567,1361.21
2024-12-23,North,Pediatrics,Consultation,23,1473.22,33884.06,23267.83,10616.23,2024,EUR,Online Payment,12,December,0.3133,1011.64
2023-02-22,West,Pediatrics,Therapy,22,2438.76,53652.72,34623.56,19029.16,2023,USD,Online Payment,2,February,0.3547,1573.8
2023-05-24,South,Cardiology,Consultation,27,4130.97,111536.19,55860.08,55676.11,2023,USD,Online Payment,5,May,0.4992,2068.89
2023-12-21,South,Emergency,Therapy,16,3267.76,52284.16,44843.65,7440.510000000002,2023,INR,Cash,12,December,0.1423,2802.73
2024-08-12,West,General Medicine,Medication,44,4623.83,203448.52,177219.48,26229.03999999998,2024,INR,Online Payment,8,August,0.1289,4027.72
2024-07-11,West,Oncology,Medication,18,2662.68,47928.24,30781.28,17146.96,2024,INR,Insurance,7,July,0.3578,1710.07
2024-03-20,South,Oncology,Surgery,21,2952.25,61997.25,44074.2,17923.05,2024,EUR,Online Payment,3,March,0.2891,2098.77
2023-01-10,East,Pediatrics,Diagnostics,18,3921.83,70592.94,37364.33,33228.61,2023,INR,Cash,1,January,0.4707,2075.8
2024-11-13,South,Oncology,Diagnostics,34,4593.38,156174.92,98857.75,57317.17000000001,2024,USD,Insurance,11,November,0.367,2907.58
2024-04-15,West,Oncology,Therapy,37,960.72,35546.64,26498.77,9047.869999999999,2024,EUR,Online Payment,4,April,0.2545,716.18
2023-12-25,North,General Medicine,Consultation,18,2535.54,45639.72,25451.46,20188.26,2023,INR,Insurance,12,December,0.4423,1413.97
